measure_id,expires,commodity,commodity_description,measure_type,geographical_area,additional_code,exporter
20284780,2029-08-30,8714913039,Other,552,CN,12905,Giant (China) Co. Ltd.
20284847,2029-08-30,8714913039,Other,552,CN,13034,Universal Cycle Corporation (Guang Zhou)
20286200,2029-08-30,8714913039,Other,552,CN,13086,"Frog Bikes Manufacturing Ltd' ('FBML'), Unit A, Mamhilad Park Estate, Pontypool, Torfaen, NP4 0HZ, UK"
20286082,2029-08-30,8714913039,Other,552,CN,13154,"The goods are used in the assembly of vehicles other than cycles, whether or not fitted with an auxiliary motor. An auth"
20286096,2029-08-30,8714930019,Other,552,CN,11821,The goods are used in the assembly of cycles fitted with an auxiliary motor. An authorised use authorisation is required
20285941,2029-08-30,8714930019,Other,552,CN,14035,"MiRider Limited, Disklok House, Preston Road, Charnock Richard, Chorley, England, PR7 5HH"
20286111,2029-08-30,8714930019,Other,552,CN,14041,Frog Bikes Limited
20285959,2029-08-30,8714930019,Other,552,CN,14046,Winlong Garments Ltd
20286186,2029-08-30,8714930019,Other,552,CN,11816,"Planet X Ltd, Unit 38-41, Aldwarke Wharfe Business Park, Waddington Way, Rotherham, South Yorkshire GB-S65 3SH, UK"
20284862,2029-08-30,8714930019,Other,552,CN,12353,Zhejiang Baoguilai Vehicle Co. Ltd.
20284809,2029-08-30,8714930019,Other,552,CN,12354,"Oyama Technology (Jiangsu) Co., Ltd"
20284795,2029-08-30,8714930019,Other,552,CN,12355,"Ideal (Dongguan) Bike Co., Ltd"
20284876,2029-08-30,8714930019,Other,552,CN,11386,All other overseas exporters (residual amount)
20286172,2029-08-30,8714930019,Other,552,CN,12557,"Cycles Sport North Ltd, 363 Leach Place, Walton Summit Center, GB-PR5 8AS Preston"
20286155,2029-08-30,8714930019,Other,552,CN,14031,"The Martlet Group Ltd, Units 7-8b Mid Sussex Business Park Folders Lane East, Ditchling, Hassocks, West Sussex, BN6 8SE."
20284781,2029-08-30,8714930019,Other,552,CN,12905,Giant (China) Co. Ltd.
20284848,2029-08-30,8714930019,Other,552,CN,13034,Universal Cycle Corporation (Guang Zhou)
20286201,2029-08-30,8714930019,Other,552,CN,13086,"Frog Bikes Manufacturing Ltd' ('FBML'), Unit A, Mamhilad Park Estate, Pontypool, Torfaen, NP4 0HZ, UK"
20286083,2029-08-30,8714930019,Other,552,CN,13154,"The goods are used in the assembly of vehicles other than cycles, whether or not fitted with an auxiliary motor. An auth"
20286097,2029-08-30,8714942099,Other,552,CN,11821,The goods are used in the assembly of cycles fitted with an auxiliary motor. An authorised use authorisation is required
20285944,2029-08-30,8714942099,Other,552,CN,14035,"MiRider Limited, Disklok House, Preston Road, Charnock Richard, Chorley, England, PR7 5HH"
20286112,2029-08-30,8714942099,Other,552,CN,14041,Frog Bikes Limited
20285960,2029-08-30,8714942099,Other,552,CN,14046,Winlong Garments Ltd
20286187,2029-08-30,8714942099,Other,552,CN,11816,"Planet X Ltd, Unit 38-41, Aldwarke Wharfe Business Park, Waddington Way, Rotherham, South Yorkshire GB-S65 3SH, UK"
20284863,2029-08-30,8714942099,Other,552,CN,12353,Zhejiang Baoguilai Vehicle Co. Ltd.
20284810,2029-08-30,8714942099,Other,552,CN,12354,"Oyama Technology (Jiangsu) Co., Ltd"
20284796,2029-08-30,8714942099,Other,552,CN,12355,"Ideal (Dongguan) Bike Co., Ltd"
20284877,2029-08-30,8714942099,Other,552,CN,11386,All other overseas exporters (residual amount)
20286173,2029-08-30,8714942099,Other,552,CN,12557,"Cycles Sport North Ltd, 363 Leach Place, Walton Summit Center, GB-PR5 8AS Preston"
20286158,2029-08-30,8714942099,Other,552,CN,14031,"The Martlet Group Ltd, Units 7-8b Mid Sussex Business Park Folders Lane East, Ditchling, Hassocks, West Sussex, BN6 8SE."
20284782,2029-08-30,8714942099,Other,552,CN,12905,Giant (China) Co. Ltd.
20284849,2029-08-30,8714942099,Other,552,CN,13034,Universal Cycle Corporation (Guang Zhou)
20286202,2029-08-30,8714942099,Other,552,CN,13086,"Frog Bikes Manufacturing Ltd' ('FBML'), Unit A, Mamhilad Park Estate, Pontypool, Torfaen, NP4 0HZ, UK"
20286084,2029-08-30,8714942099,Other,552,CN,13154,"The goods are used in the assembly of vehicles other than cycles, whether or not fitted with an auxiliary motor. An auth"
20286098,2029-08-30,8714949019,Other,552,CN,11821,The goods are used in the assembly of cycles fitted with an auxiliary motor. An authorised use authorisation is required
20285947,2029-08-30,8714949019,Other,552,CN,14035,"MiRider Limited, Disklok House, Preston Road, Charnock Richard, Chorley, England, PR7 5HH"
20286113,2029-08-30,8714949019,Other,552,CN,14041,Frog Bikes Limited
20285961,2029-08-30,8714949019,Other,552,CN,14046,Winlong Garments Ltd
20286188,2029-08-30,8714949019,Other,552,CN,11816,"Planet X Ltd, Unit 38-41, Aldwarke Wharfe Business Park, Waddington Way, Rotherham, South Yorkshire GB-S65 3SH, UK"
20284864,2029-08-30,8714949019,Other,552,CN,12353,Zhejiang Baoguilai Vehicle Co. Ltd.
20284811,2029-08-30,8714949019,Other,552,CN,12354,"Oyama Technology (Jiangsu) Co., Ltd"
20284797,2029-08-30,8714949019,Other,552,CN,12355,"Ideal (Dongguan) Bike Co., Ltd"
20284878,2029-08-30,8714949019,Other,552,CN,11386,All other overseas exporters (residual amount)
20286174,2029-08-30,8714949019,Other,552,CN,12557,"Cycles Sport North Ltd, 363 Leach Place, Walton Summit Center, GB-PR5 8AS Preston"
20286161,2029-08-30,8714949019,Other,552,CN,14031,"The Martlet Group Ltd, Units 7-8b Mid Sussex Business Park Folders Lane East, Ditchling, Hassocks, West Sussex, BN6 8SE."
20284783,2029-08-30,8714949019,Other,552,CN,12905,Giant (China) Co. Ltd.
20284850,2029-08-30,8714949019,Other,552,CN,13034,Universal Cycle Corporation (Guang Zhou)
20286203,2029-08-30,8714949019,Other,552,CN,13086,"Frog Bikes Manufacturing Ltd' ('FBML'), Unit A, Mamhilad Park Estate, Pontypool, Torfaen, NP4 0HZ, UK"
20286085,2029-08-30,8714949019,Other,552,CN,13154,"The goods are used in the assembly of vehicles other than cycles, whether or not fitted with an auxiliary motor. An auth"
20286099,2029-08-30,8714963090,Other,552,CN,11821,The goods are used in the assembly of cycles fitted with an auxiliary motor. An authorised use authorisation is required
20285950,2029-08-30,8714963090,Other,552,CN,14035,"MiRider Limited, Disklok House, Preston Road, Charnock Richard, Chorley, England, PR7 5HH"
20286114,2029-08-30,8714963090,Other,552,CN,14041,Frog Bikes Limited
20285962,2029-08-30,8714963090,Other,552,CN,14046,Winlong Garments Ltd
20286189,2029-08-30,8714963090,Other,552,CN,11816,"Planet X Ltd, Unit 38-41, Aldwarke Wharfe Business Park, Waddington Way, Rotherham, South Yorkshire GB-S65 3SH, UK"
20284865,2029-08-30,8714963090,Other,552,CN,12353,Zhejiang Baoguilai Vehicle Co. Ltd.
20284812,2029-08-30,8714963090,Other,552,CN,12354,"Oyama Technology (Jiangsu) Co., Ltd"
20284798,2029-08-30,8714963090,Other,552,CN,12355,"Ideal (Dongguan) Bike Co., Ltd"
20284879,2029-08-30,8714963090,Other,552,CN,11386,All other overseas exporters (residual amount)
20286175,2029-08-30,8714963090,Other,552,CN,12557,"Cycles Sport North Ltd, 363 Leach Place, Walton Summit Center, GB-PR5 8AS Preston"
20286164,2029-08-30,8714963090,Other,552,CN,14031,"The Martlet Group Ltd, Units 7-8b Mid Sussex Business Park Folders Lane East, Ditchling, Hassocks, West Sussex, BN6 8SE."
20284784,2029-08-30,8714963090,Other,552,CN,12905,Giant (China) Co. Ltd.
20284851,2029-08-30,8714963090,Other,552,CN,13034,Universal Cycle Corporation (Guang Zhou)
20286204,2029-08-30,8714963090,Other,552,CN,13086,"Frog Bikes Manufacturing Ltd' ('FBML'), Unit A, Mamhilad Park Estate, Pontypool, Torfaen, NP4 0HZ, UK"
20286086,2029-08-30,8714963090,Other,552,CN,13154,"The goods are used in the assembly of vehicles other than cycles, whether or not fitted with an auxiliary motor. An auth"
20286100,2029-08-30,8714991089,"Bicycle handlebars,<br>- with or without integrated stem,<br>- either made out of carbon fibres and synthetic resin or m",552,CN,11821,The goods are used in the assembly of cycles fitted with an auxiliary motor. An authorised use authorisation is required
20285953,2029-08-30,8714991089,"Bicycle handlebars,<br>- with or without integrated stem,<br>- either made out of carbon fibres and synthetic resin or m",552,CN,14035,"MiRider Limited, Disklok House, Preston Road, Charnock Richard, Chorley, England, PR7 5HH"
20286115,2029-08-30,8714991089,"Bicycle handlebars,<br>- with or without integrated stem,<br>- either made out of carbon fibres and synthetic resin or m",552,CN,14041,Frog Bikes Limited
20285963,2029-08-30,8714991089,"Bicycle handlebars,<br>- with or without integrated stem,<br>- either made out of carbon fibres and synthetic resin or m",552,CN,14046,Winlong Garments Ltd
20286190,2029-08-30,8714991089,"Bicycle handlebars,<br>- with or without integrated stem,<br>- either made out of carbon fibres and synthetic resin or m",552,CN,11816,"Planet X Ltd, Unit 38-41, Aldwarke Wharfe Business Park, Waddington Way, Rotherham, South Yorkshire GB-S65 3SH, UK"
20284866,2029-08-30,8714991089,"Bicycle handlebars,<br>- with or without integrated stem,<br>- either made out of carbon fibres and synthetic resin or m",552,CN,12353,Zhejiang Baoguilai Vehicle Co. Ltd.
20284813,2029-08-30,8714991089,"Bicycle handlebars,<br>- with or without integrated stem,<br>- either made out of carbon fibres and synthetic resin or m",552,CN,12354,"Oyama Technology (Jiangsu) Co., Ltd"
20284799,2029-08-30,8714991089,"Bicycle handlebars,<br>- with or without integrated stem,<br>- either made out of carbon fibres and synthetic resin or m",552,CN,12355,"Ideal (Dongguan) Bike Co., Ltd"
20284880,2029-08-30,8714991089,"Bicycle handlebars,<br>- with or without integrated stem,<br>- either made out of carbon fibres and synthetic resin or m",552,CN,11386,All other overseas exporters (residual amount)
20286176,2029-08-30,8714991089,"Bicycle handlebars,<br>- with or without integrated stem,<br>- either made out of carbon fibres and synthetic resin or m",552,CN,12557,"Cycles Sport North Ltd, 363 Leach Place, Walton Summit Center, GB-PR5 8AS Preston"
20286167,2029-08-30,8714991089,"Bicycle handlebars,<br>- with or without integrated stem,<br>- either made out of carbon fibres and synthetic resin or m",552,CN,14031,"The Martlet Group Ltd, Units 7-8b Mid Sussex Business Park Folders Lane East, Ditchling, Hassocks, West Sussex, BN6 8SE."
20284785,2029-08-30,8714991089,"Bicycle handlebars,<br>- with or without integrated stem,<br>- either made out of carbon fibres and synthetic resin or m",552,CN,12905,Giant (China) Co. Ltd.
20284852,2029-08-30,8714991089,"Bicycle handlebars,<br>- with or without integrated stem,<br>- either made out of carbon fibres and synthetic resin or m",552,CN,13034,Universal Cycle Corporation (Guang Zhou)
20286205,2029-08-30,8714991089,"Bicycle handlebars,<br>- with or without integrated stem,<br>- either made out of carbon fibres and synthetic resin or m",552,CN,13086,"Frog Bikes Manufacturing Ltd' ('FBML'), Unit A, Mamhilad Park Estate, Pontypool, Torfaen, NP4 0HZ, UK"
20286087,2029-08-30,8714991089,"Bicycle handlebars,<br>- with or without integrated stem,<br>- either made out of carbon fibres and synthetic resin or m",552,CN,13154,"The goods are used in the assembly of vehicles other than cycles, whether or not fitted with an auxiliary motor. An auth"
20286101,2029-08-30,8714991099,Other,552,CN,11821,The goods are used in the assembly of cycles fitted with an auxiliary motor. An authorised use authorisation is required
20285942,2029-08-30,8714991099,Other,552,CN,14035,"MiRider Limited, Disklok House, Preston Road, Charnock Richard, Chorley, England, PR7 5HH"
20286116,2029-08-30,8714991099,Other,552,CN,14041,Frog Bikes Limited
20285964,2029-08-30,8714991099,Other,552,CN,14046,Winlong Garments Ltd
20286191,2029-08-30,8714991099,Other,552,CN,11816,"Planet X Ltd, Unit 38-41, Aldwarke Wharfe Business Park, Waddington Way, Rotherham, South Yorkshire GB-S65 3SH, UK"
20284867,2029-08-30,8714991099,Other,552,CN,12353,Zhejiang Baoguilai Vehicle Co. Ltd.
20284814,2029-08-30,8714991099,Other,552,CN,12354,"Oyama Technology (Jiangsu) Co., Ltd"
20284800,2029-08-30,8714991099,Other,552,CN,12355,"Ideal (Dongguan) Bike Co., Ltd"
20284881,2029-08-30,8714991099,Other,552,CN,11386,All other overseas exporters (residual amount)
20286177,2029-08-30,8714991099,Other,552,CN,12557,"Cycles Sport North Ltd, 363 Leach Place, Walton Summit Center, GB-PR5 8AS Preston"
20286156,2029-08-30,8714991099,Other,552,CN,14031,"The Martlet Group Ltd, Units 7-8b Mid Sussex Business Park Folders Lane East, Ditchling, Hassocks, West Sussex, BN6 8SE."
20284786,2029-08-30,8714991099,Other,552,CN,12905,Giant (China) Co. Ltd.
20284853,2029-08-30,8714991099,Other,552,CN,13034,Universal Cycle Corporation (Guang Zhou)
20286206,2029-08-30,8714991099,Other,552,CN,13086,"Frog Bikes Manufacturing Ltd' ('FBML'), Unit A, Mamhilad Park Estate, Pontypool, Torfaen, NP4 0HZ, UK"
20286088,2029-08-30,8714991099,Other,552,CN,13154,"The goods are used in the assembly of vehicles other than cycles, whether or not fitted with an auxiliary motor. An auth"
20286102,2029-08-30,8714995091,"Derailleur gears, consisting of:<br>-rear derailleur and mounting articles,<br>-with or without front derailleur,<br>for",552,CN,11821,The goods are used in the assembly of cycles fitted with an auxiliary motor. An authorised use authorisation is required
20285945,2029-08-30,8714995091,"Derailleur gears, consisting of:<br>-rear derailleur and mounting articles,<br>-with or without front derailleur,<br>for",552,CN,14035,"MiRider Limited, Disklok House, Preston Road, Charnock Richard, Chorley, England, PR7 5HH"
20286117,2029-08-30,8714995091,"Derailleur gears, consisting of:<br>-rear derailleur and mounting articles,<br>-with or without front derailleur,<br>for",552,CN,14041,Frog Bikes Limited
20285965,2029-08-30,8714995091,"Derailleur gears, consisting of:<br>-rear derailleur and mounting articles,<br>-with or without front derailleur,<br>for",552,CN,14046,Winlong Garments Ltd
20286192,2029-08-30,8714995091,"Derailleur gears, consisting of:<br>-rear derailleur and mounting articles,<br>-with or without front derailleur,<br>for",552,CN,11816,"Planet X Ltd, Unit 38-41, Aldwarke Wharfe Business Park, Waddington Way, Rotherham, South Yorkshire GB-S65 3SH, UK"
20284868,2029-08-30,8714995091,"Derailleur gears, consisting of:<br>-rear derailleur and mounting articles,<br>-with or without front derailleur,<br>for",552,CN,12353,Zhejiang Baoguilai Vehicle Co. Ltd.
20284815,2029-08-30,8714995091,"Derailleur gears, consisting of:<br>-rear derailleur and mounting articles,<br>-with or without front derailleur,<br>for",552,CN,12354,"Oyama Technology (Jiangsu) Co., Ltd"
20284801,2029-08-30,8714995091,"Derailleur gears, consisting of:<br>-rear derailleur and mounting articles,<br>-with or without front derailleur,<br>for",552,CN,12355,"Ideal (Dongguan) Bike Co., Ltd"
20284882,2029-08-30,8714995091,"Derailleur gears, consisting of:<br>-rear derailleur and mounting articles,<br>-with or without front derailleur,<br>for",552,CN,11386,All other overseas exporters (residual amount)
20286178,2029-08-30,8714995091,"Derailleur gears, consisting of:<br>-rear derailleur and mounting articles,<br>-with or without front derailleur,<br>for",552,CN,12557,"Cycles Sport North Ltd, 363 Leach Place, Walton Summit Center, GB-PR5 8AS Preston"
20286159,2029-08-30,8714995091,"Derailleur gears, consisting of:<br>-rear derailleur and mounting articles,<br>-with or without front derailleur,<br>for",552,CN,14031,"The Martlet Group Ltd, Units 7-8b Mid Sussex Business Park Folders Lane East, Ditchling, Hassocks, West Sussex, BN6 8SE."
20284787,2029-08-30,8714995091,"Derailleur gears, consisting of:<br>-rear derailleur and mounting articles,<br>-with or without front derailleur,<br>for",552,CN,12905,Giant (China) Co. Ltd.
20284854,2029-08-30,8714995091,"Derailleur gears, consisting of:<br>-rear derailleur and mounting articles,<br>-with or without front derailleur,<br>for",552,CN,13034,Universal Cycle Corporation (Guang Zhou)
20286207,2029-08-30,8714995091,"Derailleur gears, consisting of:<br>-rear derailleur and mounting articles,<br>-with or without front derailleur,<br>for",552,CN,13086,"Frog Bikes Manufacturing Ltd' ('FBML'), Unit A, Mamhilad Park Estate, Pontypool, Torfaen, NP4 0HZ, UK"
20286089,2029-08-30,8714995091,"Derailleur gears, consisting of:<br>-rear derailleur and mounting articles,<br>-with or without front derailleur,<br>for",552,CN,13154,"The goods are used in the assembly of vehicles other than cycles, whether or not fitted with an auxiliary motor. An auth"
20286103,2029-08-30,8714995099,Other,552,CN,11821,The goods are used in the assembly of cycles fitted with an auxiliary motor. An authorised use authorisation is required
20285948,2029-08-30,8714995099,Other,552,CN,14035,"MiRider Limited, Disklok House, Preston Road, Charnock Richard, Chorley, England, PR7 5HH"
20286118,2029-08-30,8714995099,Other,552,CN,14041,Frog Bikes Limited
20285966,2029-08-30,8714995099,Other,552,CN,14046,Winlong Garments Ltd
20286193,2029-08-30,8714995099,Other,552,CN,11816,"Planet X Ltd, Unit 38-41, Aldwarke Wharfe Business Park, Waddington Way, Rotherham, South Yorkshire GB-S65 3SH, UK"
20284869,2029-08-30,8714995099,Other,552,CN,12353,Zhejiang Baoguilai Vehicle Co. Ltd.
20284816,2029-08-30,8714995099,Other,552,CN,12354,"Oyama Technology (Jiangsu) Co., Ltd"
20284802,2029-08-30,8714995099,Other,552,CN,12355,"Ideal (Dongguan) Bike Co., Ltd"
20284883,2029-08-30,8714995099,Other,552,CN,11386,All other overseas exporters (residual amount)
20286179,2029-08-30,8714995099,Other,552,CN,12557,"Cycles Sport North Ltd, 363 Leach Place, Walton Summit Center, GB-PR5 8AS Preston"
20286162,2029-08-30,8714995099,Other,552,CN,14031,"The Martlet Group Ltd, Units 7-8b Mid Sussex Business Park Folders Lane East, Ditchling, Hassocks, West Sussex, BN6 8SE."
20284788,2029-08-30,8714995099,Other,552,CN,12905,Giant (China) Co. Ltd.
20284855,2029-08-30,8714995099,Other,552,CN,13034,Universal Cycle Corporation (Guang Zhou)
20286208,2029-08-30,8714995099,Other,552,CN,13086,"Frog Bikes Manufacturing Ltd' ('FBML'), Unit A, Mamhilad Park Estate, Pontypool, Torfaen, NP4 0HZ, UK"
20286090,2029-08-30,8714995099,Other,552,CN,13154,"The goods are used in the assembly of vehicles other than cycles, whether or not fitted with an auxiliary motor. An auth"
20286104,2029-08-30,8714999019,Other,552,CN,11821,The goods are used in the assembly of cycles fitted with an auxiliary motor. An authorised use authorisation is required
20285951,2029-08-30,8714999019,Other,552,CN,14035,"MiRider Limited, Disklok House, Preston Road, Charnock Richard, Chorley, England, PR7 5HH"
20286119,2029-08-30,8714999019,Other,552,CN,14041,Frog Bikes Limited
20285967,2029-08-30,8714999019,Other,552,CN,14046,Winlong Garments Ltd
20286194,2029-08-30,8714999019,Other,552,CN,11816,"Planet X Ltd, Unit 38-41, Aldwarke Wharfe Business Park, Waddington Way, Rotherham, South Yorkshire GB-S65 3SH, UK"
20284870,2029-08-30,8714999019,Other,552,CN,12353,Zhejiang Baoguilai Vehicle Co. Ltd.
20284817,2029-08-30,8714999019,Other,552,CN,12354,"Oyama Technology (Jiangsu) Co., Ltd"
20284803,2029-08-30,8714999019,Other,552,CN,12355,"Ideal (Dongguan) Bike Co., Ltd"
20284884,2029-08-30,8714999019,Other,552,CN,11386,All other overseas exporters (residual amount)
20286180,2029-08-30,8714999019,Other,552,CN,12557,"Cycles Sport North Ltd, 363 Leach Place, Walton Summit Center, GB-PR5 8AS Preston"
20286165,2029-08-30,8714999019,Other,552,CN,14031,"The Martlet Group Ltd, Units 7-8b Mid Sussex Business Park Folders Lane East, Ditchling, Hassocks, West Sussex, BN6 8SE."
20284789,2029-08-30,8714999019,Other,552,CN,12905,Giant (China) Co. Ltd.
20284856,2029-08-30,8714999019,Other,552,CN,13034,Universal Cycle Corporation (Guang Zhou)
20286209,2029-08-30,8714999019,Other,552,CN,13086,"Frog Bikes Manufacturing Ltd' ('FBML'), Unit A, Mamhilad Park Estate, Pontypool, Torfaen, NP4 0HZ, UK"
20286091,2029-08-30,8714999019,Other,552,CN,13154,"The goods are used in the assembly of vehicles other than cycles, whether or not fitted with an auxiliary motor. An auth"
20042611,2029-10-03,3924900010,"Ironing boards, including sleeve boards, whether or not free standing, and legs and tops thereof",552,CN,10120,"Foshan City Gaoming Lihe<br>Daily Necessities Co. Ltd.,<br>Foshan<br>"
20042617,2029-10-03,3924900010,"Ironing boards, including sleeve boards, whether or not free standing, and legs and tops thereof",552,CN,10121,"Guangzhou Power Team Houseware Co. Ltd., Guangzhou"
20042623,2029-10-03,3924900010,"Ironing boards, including sleeve boards, whether or not free standing, and legs and tops thereof",552,CN,10122,"Since Hardware (Guangzhou) Co., Ltd., Guangzhou"
20042629,2029-10-03,3924900010,"Ironing boards, including sleeve boards, whether or not free standing, and legs and tops thereof",552,CN,10123,"Guangdong Wireking Household Supplies Co. Ltd, Foshan"
20042635,2029-10-03,3924900010,"Ironing boards, including sleeve boards, whether or not free standing, and legs and tops thereof",552,CN,10124,"Zhejiang Harmonic Hardware Products Co. Ltd., Guzhou"
20042641,2029-10-03,3924900010,"Ironing boards, including sleeve boards, whether or not free standing, and legs and tops thereof",552,CN,11052,"Greenwood Houseware (Zhuhai) Ltd, Guangdong"
20042312,2029-10-03,3924900010,"Ironing boards, including sleeve boards, whether or not free standing, and legs and tops thereof",552,CN,5433,Other
20042612,2029-10-03,4421999910,"Ironing boards, including sleeve boards, whether or not free standing, and legs and tops thereof",552,CN,10120,"Foshan City Gaoming Lihe<br>Daily Necessities Co. Ltd.,<br>Foshan<br>"
20042618,2029-10-03,4421999910,"Ironing boards, including sleeve boards, whether or not free standing, and legs and tops thereof",552,CN,10121,"Guangzhou Power Team Houseware Co. Ltd., Guangzhou"
20042624,2029-10-03,4421999910,"Ironing boards, including sleeve boards, whether or not free standing, and legs and tops thereof",552,CN,10122,"Since Hardware (Guangzhou) Co., Ltd., Guangzhou"
20042630,2029-10-03,4421999910,"Ironing boards, including sleeve boards, whether or not free standing, and legs and tops thereof",552,CN,10123,"Guangdong Wireking Household Supplies Co. Ltd, Foshan"
20042636,2029-10-03,4421999910,"Ironing boards, including sleeve boards, whether or not free standing, and legs and tops thereof",552,CN,10124,"Zhejiang Harmonic Hardware Products Co. Ltd., Guzhou"
20042642,2029-10-03,4421999910,"Ironing boards, including sleeve boards, whether or not free standing, and legs and tops thereof",552,CN,11052,"Greenwood Houseware (Zhuhai) Ltd, Guangdong"
20042313,2029-10-03,4421999910,"Ironing boards, including sleeve boards, whether or not free standing, and legs and tops thereof",552,CN,5433,Other
20042613,2029-10-03,7323930010,"Ironing boards, including sleeve boards, whether or not free standing, and legs, tops and iron rests thereof",552,CN,10120,"Foshan City Gaoming Lihe<br>Daily Necessities Co. Ltd.,<br>Foshan<br>"
20042619,2029-10-03,7323930010,"Ironing boards, including sleeve boards, whether or not free standing, and legs, tops and iron rests thereof",552,CN,10121,"Guangzhou Power Team Houseware Co. Ltd., Guangzhou"
20042625,2029-10-03,7323930010,"Ironing boards, including sleeve boards, whether or not free standing, and legs, tops and iron rests thereof",552,CN,10122,"Since Hardware (Guangzhou) Co., Ltd., Guangzhou"
20042631,2029-10-03,7323930010,"Ironing boards, including sleeve boards, whether or not free standing, and legs, tops and iron rests thereof",552,CN,10123,"Guangdong Wireking Household Supplies Co. Ltd, Foshan"
20042637,2029-10-03,7323930010,"Ironing boards, including sleeve boards, whether or not free standing, and legs, tops and iron rests thereof",552,CN,10124,"Zhejiang Harmonic Hardware Products Co. Ltd., Guzhou"
20042643,2029-10-03,7323930010,"Ironing boards, including sleeve boards, whether or not free standing, and legs, tops and iron rests thereof",552,CN,11052,"Greenwood Houseware (Zhuhai) Ltd, Guangdong"
20042340,2029-10-03,7323930010,"Ironing boards, including sleeve boards, whether or not free standing, and legs, tops and iron rests thereof",552,CN,5433,Other
20042614,2029-10-03,7323990010,"Ironing boards, including sleeve boards, whether or not free standing, and legs, tops and iron rests thereof",552,CN,10120,"Foshan City Gaoming Lihe<br>Daily Necessities Co. Ltd.,<br>Foshan<br>"
20042620,2029-10-03,7323990010,"Ironing boards, including sleeve boards, whether or not free standing, and legs, tops and iron rests thereof",552,CN,10121,"Guangzhou Power Team Houseware Co. Ltd., Guangzhou"
20042626,2029-10-03,7323990010,"Ironing boards, including sleeve boards, whether or not free standing, and legs, tops and iron rests thereof",552,CN,10122,"Since Hardware (Guangzhou) Co., Ltd., Guangzhou"
20042632,2029-10-03,7323990010,"Ironing boards, including sleeve boards, whether or not free standing, and legs, tops and iron rests thereof",552,CN,10123,"Guangdong Wireking Household Supplies Co. Ltd, Foshan"
20042638,2029-10-03,7323990010,"Ironing boards, including sleeve boards, whether or not free standing, and legs, tops and iron rests thereof",552,CN,10124,"Zhejiang Harmonic Hardware Products Co. Ltd., Guzhou"
20042644,2029-10-03,7323990010,"Ironing boards, including sleeve boards, whether or not free standing, and legs, tops and iron rests thereof",552,CN,11052,"Greenwood Houseware (Zhuhai) Ltd, Guangdong"
20042341,2029-10-03,7323990010,"Ironing boards, including sleeve boards, whether or not free standing, and legs, tops and iron rests thereof",552,CN,5433,Other
20042615,2029-10-03,8516797010,"Ironing boards, including sleeve boards, whether or not free standing, with a steam soaking and/or heating top and/or bl",552,CN,10120,"Foshan City Gaoming Lihe<br>Daily Necessities Co. Ltd.,<br>Foshan<br>"
20042621,2029-10-03,8516797010,"Ironing boards, including sleeve boards, whether or not free standing, with a steam soaking and/or heating top and/or bl",552,CN,10121,"Guangzhou Power Team Houseware Co. Ltd., Guangzhou"
20042627,2029-10-03,8516797010,"Ironing boards, including sleeve boards, whether or not free standing, with a steam soaking and/or heating top and/or bl",552,CN,10122,"Since Hardware (Guangzhou) Co., Ltd., Guangzhou"
20042633,2029-10-03,8516797010,"Ironing boards, including sleeve boards, whether or not free standing, with a steam soaking and/or heating top and/or bl",552,CN,10123,"Guangdong Wireking Household Supplies Co. Ltd, Foshan"
20042639,2029-10-03,8516797010,"Ironing boards, including sleeve boards, whether or not free standing, with a steam soaking and/or heating top and/or bl",552,CN,10124,"Zhejiang Harmonic Hardware Products Co. Ltd., Guzhou"
20042645,2029-10-03,8516797010,"Ironing boards, including sleeve boards, whether or not free standing, with a steam soaking and/or heating top and/or bl",552,CN,11052,"Greenwood Houseware (Zhuhai) Ltd, Guangdong"
20042342,2029-10-03,8516797010,"Ironing boards, including sleeve boards, whether or not free standing, with a steam soaking and/or heating top and/or bl",552,CN,5433,Other
20042616,2029-10-03,8516900051,"Legs, tops and iron rests of ironing boards, including of sleeve boards, whether or not free standing, with a steam soak",552,CN,10120,"Foshan City Gaoming Lihe<br>Daily Necessities Co. Ltd.,<br>Foshan<br>"
20042622,2029-10-03,8516900051,"Legs, tops and iron rests of ironing boards, including of sleeve boards, whether or not free standing, with a steam soak",552,CN,10121,"Guangzhou Power Team Houseware Co. Ltd., Guangzhou"
20042628,2029-10-03,8516900051,"Legs, tops and iron rests of ironing boards, including of sleeve boards, whether or not free standing, with a steam soak",552,CN,10122,"Since Hardware (Guangzhou) Co., Ltd., Guangzhou"
20042634,2029-10-03,8516900051,"Legs, tops and iron rests of ironing boards, including of sleeve boards, whether or not free standing, with a steam soak",552,CN,10123,"Guangdong Wireking Household Supplies Co. Ltd, Foshan"
20042640,2029-10-03,8516900051,"Legs, tops and iron rests of ironing boards, including of sleeve boards, whether or not free standing, with a steam soak",552,CN,10124,"Zhejiang Harmonic Hardware Products Co. Ltd., Guzhou"
20042646,2029-10-03,8516900051,"Legs, tops and iron rests of ironing boards, including of sleeve boards, whether or not free standing, with a steam soak",552,CN,11052,"Greenwood Houseware (Zhuhai) Ltd, Guangdong"
20042343,2029-10-03,8516900051,"Legs, tops and iron rests of ironing boards, including of sleeve boards, whether or not free standing, with a steam soak",552,CN,5433,Other
20285084,2029-12-10,1516209821,Consigned from Canada,554,ID,12241,PT Ciliandra Perkasa
